-11.3592505978,6.0
7.49748978235,9.0
-5.37882340828,-9.0
-26.8193821164,-18.0
-8.87810054779,-9.0
3.86132160559,-7.0
-13.9601803054,-10.0
-5.95205462673,1.0
16.6092994488,20.0
-38.7460137361,-36.0
0.652937920219,16.0
-7.80008362951,-9.0
-18.3064707379,-33.0
-29.1465297495,-32.0
7.09537236045,3.0
-1.99077023653,13.0
2.12451657058,-13.0
-5.19059823207,-7.0
-9.00643589521,5.0
1.30317034712,-7.0
13.9570356022,-15.0
-3.75324234103,-4.0
-2.59822421429,1.0
-27.0931641909,-28.0
-14.824304978,-15.0
-14.2254066901,-28.0
-8.68131968176,-19.0
-5.88360910811,14.0
-5.02804012535,-5.0
0.139596530559,11.0
-39.4304689224,-42.0
-19.5213786934,-15.0
15.6339508084,9.0
-25.2109124288,-26.0
-15.9023218963,-17.0
7.56593530097,7.0
6.5563639013,8.0
-1.87954626877,4.0
-7.13273982295,-8.0
-12.0864842332,7.0
-5.39593478794,-3.0
-14.0029587546,-15.0
-22.8923204855,-23.0
1.0807224116,14.0
-11.3421392182,-11.0
-26.6226012504,-54.0
0.558825332115,-7.0
-6.97873740605,1.0
-18.9310360953,-20.0
-20.68495251,-32.0
