1.72818911053,-5.0
6.77036319473,13.0
-5.50231992268,-11.0
3.41731996071,14.0
-7.59109763308,8.0
-2.201637922,-22.0
-0.420545756799,-1.0
-1.32101717957,-10.0
-13.5498464981,-2.0
4.20810624673,-3.0
-6.68444819245,-7.0
-4.51869845626,-20.0
-12.6576799518,-16.0
-8.29427760027,-12.0
10.4659319435,-3.0
2.40513782157,3.0
-19.4521829705,-30.0
7.57239144767,22.0
-16.0969115989,-5.0
-10.6348348582,-10.0
3.13535927676,1.0
0.875622645922,16.0
-18.8187842214,-28.0
-11.7752361877,-12.0
-4.49925289185,12.0
-13.7568607359,-22.0
-14.937165984,-8.0
2.71677324704,14.0
-5.87482401591,2.0
6.29242768195,-7.0
